date,avg_temper,low_temper,high_temper,rainfall,avg_ws,avg_rehumi,total_sunhine,total_sunradi,avg_landtemper,low_grasstemper,avg_humid,day_soilwater,hq_price,mq_price,shipments,CPI
2006-01-01,0.3,-5,6.1,NA,0.3,83.5,0.4,4.4,0.1,-6,NA,NA,NA,NA,NA,80.202
2006-01-02,1.9,-2.2,6.6,NA,1.7,73.8,3,9.69,1.1,-3.5,NA,NA,7500,6300,38000,80.202
2006-01-03,0.2,-3,5,NA,2.9,45.5,5.4,9.76,1.2,-4.4,NA,NA,7500,6300,531454,80.202
2006-01-04,-1.4,-4,0.8,NA,1.9,46.4,0,2.08,0.1,-4.5,NA,NA,7500,6300,287000,80.202
2006-01-05,-4.8,-7.4,0.1,NA,2.8,51,7.6,11.33,-0.7,-7.8,NA,NA,7500,6300,332350,80.202
2006-01-06,-3.3,-6.9,0.6,0,2.8,57.1,4.5,7.94,-0.8,-7.6,NA,NA,7500,6300,374542,80.202
2006-01-07,-3.9,-8.5,1.3,0,2.5,58,8.2,11.57,-1.4,-9.1,NA,NA,NA,NA,366918,80.202
2006-01-08,-2.4,-7.6,5.6,NA,1.2,66.3,7.7,10.74,-0.8,-9.1,NA,NA,NA,NA,NA,80.202
2006-01-09,-2.1,-8,5.5,NA,0.6,77.6,2.6,9.55,-0.7,-9.1,NA,NA,7100,6400,746916,80.202
2006-01-10,-1.4,-7.1,7,NA,0.9,78.5,7.8,10.07,0.2,-8.5,NA,NA,7100,6400,256640,80.202
2006-01-11,-2.3,-8.3,9.5,NA,0.5,74.4,7.1,10.19,-0.3,-9.5,NA,NA,7100,6400,206096,80.202
2006-01-12,1.6,-8.6,10.1,NA,1.3,68.8,1.9,7.28,0.4,-9.6,NA,NA,7100,6400,349922,80.202
2006-01-13,7.2,4.5,10.5,12.5,0.6,98.3,0,3.08,5.3,2.8,NA,NA,6400,5700,241940,80.202
2006-01-14,5.8,3.2,8,NA,0.8,89.3,0.1,2.6,5.9,0.6,NA,NA,NA,NA,80540,80.202
2006-01-15,3.7,-0.6,9.8,NA,0.4,90.4,1.6,2.54,4.8,-2.4,NA,NA,6400,5700,NA,80.202
2006-01-16,1.7,-0.6,4.4,0.5,0.5,93.8,0,1.71,3.7,-2.4,NA,NA,6400,5700,391438,80.202
2006-01-17,2.7,-3.2,9.6,NA,0.7,74.1,4.3,9.59,3.7,-4.8,NA,NA,6400,5700,224180,80.202
2006-01-18,3.6,-1,10.6,NA,0.8,67.9,4.7,8.95,4.7,-2.4,NA,NA,5700,5000,301060,80.202
2006-01-19,3,-2,9.1,NA,0.8,72,0.6,5.81,3.4,-2.7,NA,NA,5700,5000,228410,80.202
2006-01-20,2,-2.4,9.1,NA,0.6,70.6,3.1,7.06,3.7,-4.3,NA,NA,5700,5000,199300,80.202
2006-01-21,1.1,-3.2,9.6,NA,1,66.8,5.7,11.89,2.8,-4.9,NA,NA,NA,NA,132584,80.202
2006-01-22,-1.3,-6,6.1,NA,2.9,57.9,8.6,11.44,1.3,-8.1,NA,NA,NA,NA,10000,80.202
2006-01-23,-2.1,-7.9,6.5,NA,1.6,55.5,8.7,13.86,0.9,-8.6,NA,NA,5700,5000,1020214,80.202
2006-01-24,-3.1,-8.8,6.3,NA,1.1,61.8,8.3,13.59,0.6,-10.3,NA,NA,5700,5000,276830,80.202
2006-01-25,-0.8,-6.5,8.3,NA,1.1,56.1,7.9,12.27,0.9,-8,NA,NA,5700,5000,228100,80.202
2006-01-26,-0.1,-7.6,8.8,NA,1.4,69.6,8.3,8.99,2,-8.6,NA,NA,5700,5000,243773,80.202
2006-01-27,0.3,-4.9,8.6,NA,1.5,71.4,6.3,10.62,1.7,-6.8,NA,NA,5700,5000,218630,80.202
2006-01-28,0,-8.6,11.1,NA,0.9,71.5,8.7,13.98,1.6,-10.1,NA,NA,NA,NA,17260,80.202
2006-01-29,2.4,-6.1,12.3,NA,0.6,75.3,4.9,9.16,2.2,-7.5,NA,NA,NA,NA,NA,80.202
2006-01-30,5.3,-0.4,11.3,0,0.4,82.3,0,3.16,4.7,-2.2,NA,NA,NA,NA,NA,80.202
2006-01-31,7.2,5.1,12.3,8.5,0.7,91.6,0.8,4.2,7.9,4.7,NA,NA,5700,5000,NA,80.202
2006-02-01,2.2,-3,6.3,4,2.7,79.5,2.4,7.14,4.8,-4.3,NA,NA,5700,5000,359320,80.202
2006-02-02,0.2,-4.5,6.9,NA,1.8,69,3.7,10.27,2,-5.5,NA,NA,5700,5000,62630,80.202
2006-02-03,-5.6,-10.1,0.8,NA,3.8,52.4,9.2,9.65,0.9,-10.8,NA,NA,7100,6400,177620,80.202
2006-02-04,-6.2,-13.8,2,NA,2.2,59.1,9,13.87,-1.2,-14.1,NA,NA,NA,NA,35455,80.202
2006-02-05,-3.3,-11,3.5,0.1,1,59,5.2,11.17,-0.4,-11.6,NA,NA,NA,NA,NA,80.202
2006-02-06,0.7,-2.7,6.9,2.8,0.5,87.1,2.8,9.42,0,-2.8,NA,NA,7100,6400,475821,80.202
2006-02-07,0.5,-2.2,2.5,6.5,2.8,86.3,0.1,3.62,0.9,-2.5,NA,NA,7100,6400,106030,80.202
2006-02-08,-3.5,-5.5,-0.6,0.7,4.5,69.6,3.4,11.62,0.9,-5.7,NA,NA,7900,7100,214476,80.202
2006-02-09,-4,-8.3,1.7,0,2,67.3,9.3,16.76,1.1,-9.5,NA,NA,7900,7100,209510,80.202
2006-02-10,-0.8,-7.6,4,NA,0.9,81.3,0.6,7.2,0.6,-9,NA,NA,7900,7100,233060,80.202
2006-02-11,1.8,-2.7,9.1,NA,1.1,77.9,4.2,9.42,2.6,-5,NA,NA,NA,NA,125300,80.202
2006-02-12,0.1,-5.4,6.8,NA,2.3,52.3,9.4,17.24,2.3,-7.3,NA,NA,NA,NA,NA,80.202
2006-02-13,2,-8.3,14.8,NA,1,72.3,9.3,17.2,3.4,-9.3,NA,NA,7900,7100,271310,80.202
2006-02-14,7.7,3.2,14.6,13.5,1,91.3,0.8,2.38,7.1,1.5,NA,NA,7100,6400,284319,80.202
2006-02-15,3.9,1.7,6.8,1.5,0.6,93.5,0,1.63,4.2,-0.6,NA,NA,7100,6400,181620,80.202
2006-02-16,3.6,-0.3,8.6,0,2.1,71,0.1,5.66,4.7,-1.2,NA,NA,7100,6400,180330,80.202
2006-02-17,-2.2,-5,1.7,NA,3.7,43,9.5,17.56,1.7,-6.3,NA,NA,7100,6400,231612,80.202
2006-02-18,-0.9,-7,7.3,NA,1.1,64.1,5.5,12.06,1,-8.3,NA,NA,NA,NA,588510,80.202
2006-02-19,0.6,-6.6,10.5,NA,0.6,71.9,3.6,11.86,3.1,-8.1,NA,NA,NA,NA,NA,80.202
2006-02-20,3.5,-4.9,13.8,NA,0.7,65.1,8.6,16.34,4.5,-6.5,NA,NA,7100,6400,802835,80.202
2006-02-21,4.6,-4.5,16.7,NA,0.8,65.1,8.6,17.02,5.4,-6.5,NA,NA,7100,6400,180245,80.202
2006-02-22,2.5,-1.2,6.3,0.5,1.3,72.3,0,4.8,3.2,-2.7,NA,NA,6400,5700,301045,80.202
2006-02-23,3.1,-4.1,12.8,NA,1.4,51.4,9.8,18.45,4.6,-6.4,NA,NA,6400,5700,136240,80.202
2006-02-24,5.3,-2,16,NA,0.9,49.3,9.5,18.2,6.3,-4,NA,NA,6400,5700,300760,80.202
2006-02-25,4.6,-2.7,12.1,15.5,0.8,81.8,0,6.64,4.2,-3.5,NA,NA,NA,NA,150390,80.202
2006-02-26,4.2,-2.5,9,0.5,2.9,60.4,8.2,17.7,6.9,-3.2,NA,NA,NA,NA,NA,80.202
2006-02-27,1.3,-5.4,10.1,NA,1.1,49.4,9.6,15.6,3.9,-6.4,NA,NA,6400,5700,304572,80.202
2006-02-28,1.6,-2.7,8.1,2.5,0.5,77.8,0,5.35,2.9,-3.7,NA,NA,7100,5700,418215,80.202
2006-03-01,1.5,0.3,4.5,0.5,2.6,74.5,2.3,9.24,3.9,-0.2,NA,NA,NA,NA,563170,80.202
2006-03-02,0.2,-4.1,5.5,0.1,3,64,3.6,16.11,2.4,-5.6,NA,NA,7900,6400,668906,80.202
2006-03-03,-0.1,-6.4,7.9,0,1.4,67,10.1,17.28,3.4,-7.5,NA,NA,8600,7100,328350,80.202
2006-03-04,2.4,-7.5,13.3,NA,1.1,62.6,10,18.61,4.6,-8.3,NA,NA,NA,NA,134520,80.202
2006-03-05,8.3,0.6,17.7,NA,0.9,75,1,9.95,7.1,-1.6,NA,NA,NA,NA,NA,80.202
2006-03-06,10.5,4.4,18.7,1,1.1,75.1,5,9.95,10.4,2.4,NA,NA,8600,7100,264485,80.202
2006-03-07,10.2,4.4,18.2,NA,1.4,73.4,6.4,14.98,10.6,2.5,NA,NA,8600,7100,289700,80.202
2006-03-08,9.9,2.4,19.3,NA,0.8,59.5,5.7,14.92,11.1,0.5,NA,NA,8600,7100,140095,80.202
2006-03-09,7.3,2.4,15.1,NA,0.7,73.4,0,6.46,8,0.8,NA,NA,8600,7100,184582,80.202
2006-03-10,8.8,-1.1,20.6,NA,1.2,69,8.6,18.36,9.4,-2.2,NA,NA,8600,7100,220470,80.202
2006-03-11,8.1,6.3,11,NA,1.3,79.3,0,2.46,8.3,4.9,NA,NA,NA,NA,506560,80.202
2006-03-12,-0.4,-4.9,6.3,0,5.2,49.3,5.1,12.73,4.6,-5.4,NA,NA,NA,NA,NA,80.202
2006-03-13,-1.7,-8.3,4.5,0.3,2.5,62.1,5.2,16.28,1.7,-9.8,NA,NA,8600,7100,272065,80.202
2006-03-14,2.1,-2,8.6,0.2,3.1,49.5,9.1,20.04,5.1,-4.4,NA,NA,8600,7100,157130,80.202
2006-03-15,5.5,-5.5,15.1,NA,1.2,50,8.7,18.49,6.5,-6.6,NA,NA,8600,7100,690250,80.202
2006-03-16,4.2,1.6,6.6,5,1.5,88.3,0,4.48,6.3,0.6,NA,NA,8600,7100,170895,80.202
2006-03-17,8.8,-1.2,21.5,NA,0.9,66.4,7.6,20.32,8.4,-2.5,NA,NA,8600,7100,117140,80.202
2006-03-18,8.2,3.7,12.5,8,1.3,83.9,0.2,7.25,9.2,2.2,NA,NA,NA,NA,48400,80.202
2006-03-19,5,-0.3,11.8,NA,3,42.4,10.5,23.41,7,-2.5,NA,NA,NA,NA,NA,80.202
2006-03-20,5.3,-4.5,17.1,NA,0.8,53,9.9,20.8,6.6,-6,NA,NA,8600,7100,173004,80.202
2006-03-21,9.5,0.2,20.3,NA,1,61.3,9.3,20.45,10.8,-1.7,NA,NA,8600,7100,282242,80.202
2006-03-22,10.3,2,21.1,NA,1.2,64.6,8,21.02,12.2,-0.2,NA,NA,8600,7100,214885,80.202
2006-03-23,7.8,-0.1,15.6,NA,3.4,45.3,9.1,21.72,9.9,-2.4,NA,NA,9300,8500,140970,80.202
2006-03-24,5.2,-4.5,15.5,NA,1.5,51.3,10.1,20.23,8.4,-6.1,NA,NA,9300,8500,66360,80.202
2006-03-25,8.8,-2.7,19.5,NA,1.3,47.5,10,19,9.2,-4.4,NA,NA,NA,NA,155504,80.202
2006-03-26,11.1,3.7,19.3,NA,1.6,45.9,8.8,22.59,12.5,0.4,NA,NA,NA,NA,NA,80.202
2006-03-27,9,0.8,19.7,NA,1,48.4,10.1,21.67,11.3,-0.3,NA,NA,9300,8500,244870,80.202
2006-03-28,3.3,0.8,7.5,0.5,3.8,61.1,3,12.11,6,-0.6,NA,NA,9300,8500,188160,80.202
2006-03-29,6.1,-3.5,13,NA,2.2,48.3,10.7,22.76,8.5,-5.4,NA,NA,9300,8500,222680,80.202
2006-03-30,6.3,-0.6,12.3,NA,3.5,44.9,10.8,24.54,10.2,-2.9,NA,NA,9300,8500,29270,80.202
2006-03-31,7.2,-4.6,19.5,NA,1.4,57,10.7,22.87,9.8,-6,NA,NA,9300,8500,74134,80.202
2006-04-01,9.9,4,13.8,16.5,0.9,90,0,2.53,9.1,3,NA,NA,NA,NA,33960,80.202
2006-04-02,9.5,2.2,14,3.5,2.8,75.8,3.7,11.86,11.6,0,NA,NA,NA,NA,NA,80.202
2006-04-03,10.5,-0.5,22.1,NA,1,72.6,7.6,20.85,11.6,-1.8,NA,NA,9300,8500,87542,80.202
2006-04-04,10,7.8,11.3,40,0.8,97.1,0,2.18,9.7,6,NA,NA,9300,8500,198416,80.202
2006-04-05,12.4,4.3,21.3,3.5,1.6,67.5,7.7,21.5,13.7,2.5,NA,NA,9300,8500,123250,80.202
2006-04-06,8.7,2,17,NA,1.2,76,3.9,15.7,10.6,1.2,NA,NA,9300,8500,123330,80.202
2006-04-07,11.7,3.9,19.7,0,1.9,72.3,7.4,19.75,12.7,1.8,NA,NA,9300,8500,44366,80.202
2006-04-08,12.5,3,22.2,NA,1.6,46.9,10,21.94,13.5,1,NA,NA,NA,NA,73130,80.202
2006-04-09,11.4,4,19.8,14,2,77.6,2.4,10.33,11.4,2.5,NA,NA,NA,NA,NA,80.202
2006-04-10,14.7,12.6,17.1,8,1.9,90.8,0,5.44,13.6,11.3,NA,NA,9300,8500,69780,80.202
2006-04-11,13.7,11.6,15.6,22,0.7,96.3,0,3.83,13.3,9.3,NA,NA,9300,8500,126798,80.202
2006-04-12,15.6,7,24.7,NA,1.3,75.5,8.4,20.57,17.2,5.6,NA,NA,9300,8500,33040,80.202
2006-04-13,11.6,9.3,16,NA,1.8,71.5,0.8,13.33,13.6,9,NA,NA,9300,8500,142460,80.202
2006-04-14,11.5,6.5,18.3,NA,1.1,65.9,7.2,16,15.1,5.4,NA,NA,9300,8500,26310,80.202
2006-04-15,10,4.9,17.8,NA,1.1,64.8,3.2,16.91,12.6,2.4,NA,NA,NA,NA,129840,80.202
2006-04-16,8.5,2.4,15.1,NA,3.2,45.4,11.4,27.12,11.4,0.8,NA,NA,NA,NA,NA,80.202
2006-04-17,11,0.2,21.7,NA,1.4,49.8,7.9,21.42,11.8,-0.5,NA,NA,8600,7100,117960,80.202
2006-04-18,14.2,4.5,23.1,NA,1.8,65.4,6.8,21.63,14.4,2.9,NA,NA,8600,7100,86580,80.202
2006-04-19,12.5,5,16.2,10.5,2.8,78.6,0.1,4.61,12.5,2.9,NA,NA,8600,7100,9600,80.202
2006-04-20,8,5.5,11.3,0.5,4,61.8,2.4,16.95,8.8,3.5,NA,NA,9300,7900,8320,80.202
2006-04-21,11.8,4,20.3,NA,2.4,52.4,11.6,25.49,13.4,1,NA,NA,9300,7900,15710,80.202
2006-04-22,8.8,6.3,14.3,5,0.6,87.3,0.8,10.4,10.7,3.7,NA,NA,NA,NA,63500,80.202
2006-04-23,10.2,4,19.8,0.1,2,73.6,6.5,19.56,13.3,3.7,NA,NA,NA,NA,NA,80.202
2006-04-24,10.4,1.5,18.5,NA,2.1,57.6,9.9,24.39,12.9,0.2,NA,NA,9300,7900,10800,80.202
2006-04-25,12.9,3.4,22.2,NA,1.3,46.5,9.7,24.46,13.6,0.8,NA,NA,9300,7900,10630,80.202
2006-04-26,11.9,8,15.8,0.4,1,70.1,0.1,6.61,12.3,5,NA,NA,8600,7100,20000,80.202
2006-04-27,11.8,6.4,19.7,NA,1.2,76.9,5.1,24.51,13,4.1,NA,NA,8600,7100,NA,80.202
2006-04-28,12.7,3.7,22.8,NA,1.6,70,9.3,26.03,14.9,2.2,NA,NA,8600,7100,4400,80.202
2006-04-29,11.5,6.1,17.6,3.5,0.6,90,0.4,10.56,12,4.1,NA,NA,NA,NA,10000,80.202
2006-04-30,17.9,9.3,28,NA,1.8,71.3,9.3,23.42,18.6,9,NA,NA,NA,NA,NA,80.202
2006-05-01,20.3,11.1,30.8,NA,1,74.1,8.7,20.1,20.6,9.3,NA,NA,NA,NA,NA,80.202
2006-05-02,17.7,10.5,25.2,NA,1.9,63,3.4,16.01,18.8,8,NA,NA,NA,NA,NA,80.202
2006-05-03,14.6,6,25.6,NA,1.1,66.4,11.3,25.73,19.1,4.6,NA,NA,NA,NA,NA,80.202
2006-05-04,16.9,7.1,26.2,NA,1.5,71.6,9.2,24.63,19.1,5.5,NA,NA,NA,NA,NA,80.202
2006-05-05,19.6,14.8,23.1,NA,2.2,80,0.5,8.66,18.6,12.1,NA,NA,NA,NA,NA,80.202
2006-05-06,18,17,19.6,110.5,1.6,96.8,0,1.66,17.7,15.8,NA,NA,NA,NA,NA,80.202
2006-05-07,18.4,15.5,25.6,NA,1.4,90.1,1.9,16.88,20.2,15,NA,NA,NA,NA,NA,80.202
2006-05-08,18.4,12.8,24.3,NA,1.2,78.8,6.8,12.99,21.1,11.6,NA,NA,NA,NA,NA,80.202
2006-05-09,17.7,11.1,26,11.5,1.4,83.8,2.6,9.86,19.9,10.5,NA,NA,NA,NA,NA,80.202
2006-05-10,17.6,14.8,22.2,45.5,1.1,90.9,0.2,9.02,18.1,13.1,NA,NA,NA,NA,NA,80.202
2006-05-11,16.5,12.8,22.5,NA,1.7,82.3,3.7,18.68,18.8,11.3,NA,NA,NA,NA,NA,80.202
2006-05-12,14.8,10.6,20.5,1.5,0.8,69.6,0.7,7.68,16.2,10,NA,NA,NA,NA,NA,80.202
2006-05-13,14.7,8.8,22.1,0.5,1.9,67.8,7.4,22.45,17.9,7.5,NA,NA,NA,NA,NA,80.202
2006-05-14,15.3,7.9,23.6,NA,1.3,68.4,11.8,25.12,17.9,6.1,NA,NA,NA,NA,NA,80.202
2006-05-15,16.5,7.9,25.7,NA,1,67.9,5.1,20.23,17.1,6.5,NA,NA,NA,NA,NA,80.202
2006-05-16,17.6,9.5,26.1,NA,0.9,69.4,5.9,17.72,19.4,7.5,NA,NA,NA,NA,NA,80.202
2006-05-17,17.6,13.3,23.5,NA,0.6,74.8,0.3,13.25,18.9,12.6,NA,NA,NA,NA,NA,80.202
2006-05-18,16.2,13.3,20.6,8,0.5,89.4,0,5.47,16.9,11.8,NA,NA,NA,NA,NA,80.202
2006-05-19,14.7,12.5,16.7,68,1.9,93.5,0,4.36,15,11.3,NA,NA,NA,NA,NA,80.202
2006-05-20,18.5,10,27.8,NA,1,78.5,9,19.82,20.2,8.3,NA,NA,NA,NA,NA,80.202
2006-05-21,20.5,14.5,30,NA,1.2,78.3,8.8,26.94,20.8,12.1,NA,NA,NA,NA,NA,80.202
2006-05-22,19.3,15.3,24,4.5,1.6,89.9,1.2,4.17,20,13,NA,NA,NA,NA,NA,80.202
2006-05-23,18.2,13.3,25.1,NA,2.1,78.4,7.8,17.96,20.7,11.5,NA,NA,NA,NA,NA,80.202
2006-05-24,18.8,12.1,28.1,NA,1.5,74.3,8.9,21.48,20.4,10.8,NA,NA,NA,NA,NA,80.202
2006-05-25,18.2,13.3,23.7,NA,1.8,67.8,4.2,17.25,19.2,12.1,NA,NA,NA,NA,NA,80.202
2006-05-26,17.6,13.8,21.2,9.5,1.6,82.3,0,8.72,18,13.1,NA,NA,NA,NA,NA,80.202
2006-05-27,17.6,15.1,20.5,1.5,1.9,84.8,0.2,4.75,17.3,14.5,NA,NA,NA,NA,NA,80.202
2006-05-28,17,12.1,22.7,1.5,1.4,83,2.6,14.13,19,10.3,NA,NA,NA,NA,NA,80.202
2006-05-29,17.7,10.6,26.8,NA,1.1,76.5,8.7,25.63,20.6,9.1,NA,NA,NA,NA,NA,80.202
2006-05-30,19.1,10.1,29.2,NA,1.1,69.3,11,27.12,21.6,9.1,NA,NA,NA,NA,NA,80.202
2006-05-31,20.3,11.6,31.6,NA,0.9,68.3,9.4,27.25,22.1,10,NA,NA,NA,NA,NA,80.202
2006-06-01,21.4,13.8,31,NA,1.1,69,8.2,22.49,23.2,12.6,NA,NA,NA,NA,NA,80.202
2006-06-02,22,14.5,31.3,NA,0.8,71.4,6.8,23.68,23.9,12.6,NA,NA,NA,NA,NA,80.202
2006-06-03,21.3,14.1,30.2,NA,1.1,71.6,9.4,23.48,25.3,12.6,NA,NA,NA,NA,NA,80.202
2006-06-04,20.8,16.3,27.6,NA,0.8,80.4,5.1,17.29,23.4,15.1,NA,NA,NA,NA,NA,80.202
2006-06-05,21.9,15.8,30.7,NA,1,75,9.3,24.75,24.9,13.8,NA,NA,NA,NA,NA,80.202
2006-06-06,23.6,17.1,33,NA,0.9,71.8,9.2,26.06,26.9,15.1,NA,NA,NA,NA,NA,80.202
2006-06-07,21.6,16.3,28.3,NA,1.5,77.6,6.1,21.89,25.5,15,NA,NA,NA,NA,NA,80.202
2006-06-08,17.8,16.5,20,8.5,1.1,91,0,10.5,18.7,15.6,NA,NA,NA,NA,NA,80.202
2006-06-09,21,14.8,29.1,NA,1.1,70.4,10.7,26.58,23.5,13,NA,NA,NA,NA,NA,80.202
2006-06-10,19.8,13.6,26.6,17,2.2,85.9,8,13.79,23.5,11.8,NA,NA,NA,NA,NA,80.202
2006-06-11,20.4,14.3,27.3,0.1,1.3,72.3,11.6,26.96,23.8,13.1,NA,NA,NA,NA,NA,80.202
2006-06-12,20.1,12.1,29.7,NA,1.4,72.3,10.7,29.19,23.6,11.1,NA,NA,NA,NA,NA,80.202
2006-06-13,20.7,13.1,28.8,NA,1.5,72,9.5,25.14,23.2,11.8,NA,NA,NA,NA,NA,80.202
2006-06-14,19.3,16,21.3,58.5,2,90.8,0,2.81,18.1,14,NA,NA,NA,NA,NA,80.202
2006-06-15,20.4,15.3,25.1,0.1,1.7,80.6,5.3,14.27,21.4,12.8,NA,NA,NA,NA,NA,80.202
2006-06-16,19.9,14.5,30.7,NA,0.9,77.8,4.5,19.8,20.7,12.6,NA,NA,NA,NA,NA,80.202
2006-06-17,21.3,12.5,31.7,NA,1.1,73.3,8.5,26.6,22.5,10.3,NA,NA,NA,NA,NA,80.202
2006-06-18,22.5,16.2,31.2,NA,1.2,73.5,10.9,18.06,24.1,14.3,NA,NA,NA,NA,NA,80.202
2006-06-19,22.9,14.8,32.4,NA,0.7,69.3,8.4,24.2,24.7,13.3,NA,NA,NA,NA,NA,80.202
2006-06-20,23.9,15.8,33.2,NA,1.2,70.1,10.6,26.67,26.7,14.1,NA,NA,NA,NA,NA,80.202
2006-06-21,25.2,20.5,30.7,0,1.3,80,3.2,12.26,27.6,19,NA,NA,NA,NA,NA,80.202
2006-06-22,21.9,20.2,24,70,0.7,97.6,0,3.24,22.6,18.8,NA,NA,NA,NA,NA,80.202
2006-06-23,23.1,20,28.7,NA,0.9,86.4,0.5,10.14,23.9,18.6,NA,NA,NA,NA,NA,80.202
2006-06-24,22.8,18.2,28.3,NA,1.5,79.3,3.2,13.52,24.5,17.7,NA,NA,NA,NA,NA,80.202
2006-06-25,19.5,17.8,21.2,108,0.8,98.5,0,3.58,20.3,16.7,NA,NA,NA,NA,NA,80.202
2006-06-26,22.3,18.3,28.3,0.1,0.9,87.6,1.7,17.65,23.1,16.5,NA,NA,NA,NA,NA,80.202
2006-06-27,22.4,18.1,27,NA,0.4,88.8,0,9.71,23.3,16.3,NA,NA,NA,NA,NA,80.202
2006-06-28,26.3,21.2,33.7,NA,1,77.8,8.3,26.3,27.5,20,NA,NA,NA,NA,NA,80.202
2006-06-29,24.1,20.6,27.5,3,1.7,86.5,0.5,21.43,24.7,18.7,NA,NA,NA,NA,NA,80.202
2006-06-30,23.9,22.2,26.7,4,1.2,92.9,0,7.53,24.8,21.2,NA,NA,NA,NA,NA,80.202
2006-07-01,22.7,21.6,24.7,59.5,0.9,96.1,0,3.05,23,20.3,NA,NA,NA,NA,NA,80.202
2006-07-02,23.6,21,27.6,0.3,0.8,90,0,14.96,24.9,20.2,NA,NA,NA,NA,NA,80.202
2006-07-03,23.4,21.2,28.7,NA,1.4,88.3,1.2,10.69,25.1,19.7,NA,NA,NA,NA,NA,80.202
2006-07-04,21.5,20.5,23.2,51,1.3,96.9,0,2.46,21.3,19,NA,NA,NA,NA,NA,80.202
2006-07-05,21.9,19,25.8,2,0.9,95.1,0,8.96,22.3,17.7,NA,NA,NA,NA,NA,80.202
2006-07-06,19.9,18.5,21.6,1.5,1.2,93.8,0,7.54,21,17.6,NA,NA,NA,NA,NA,80.202
2006-07-07,22.7,19.6,28.2,NA,1,90,1,14.66,23.9,18.2,NA,NA,NA,NA,NA,80.202
2006-07-08,23,19.6,26.7,28.5,0.9,92.6,0,6.42,23.3,18.1,NA,NA,NA,NA,NA,80.202
2006-07-09,24.3,21.2,27.8,30,1,92.5,0.1,17.67,23.2,19.8,NA,NA,NA,NA,NA,80.202
2006-07-10,23.3,21.7,26.6,137.5,3.3,89,0,11.1,21.7,19.8,NA,NA,NA,NA,NA,80.202
2006-07-11,23,20.7,27.2,70,0.6,96.1,0.6,3.09,23.9,19.2,NA,NA,NA,NA,NA,80.202
2006-07-12,27.1,23.2,31.7,0.5,1.7,88.3,4.1,16.9,28.1,21.5,NA,NA,NA,NA,NA,80.202
2006-07-13,27.4,24,33,0,1.3,86.1,3.1,23.78,28.4,22.1,NA,NA,NA,NA,NA,80.202
2006-07-14,27.9,24.1,32.9,0,1.2,85,4.1,21.28,28.7,22.1,NA,NA,NA,NA,NA,80.202
2006-07-15,27.2,25.6,30.8,4,1.7,89,0.5,17.44,28.1,23.6,NA,NA,NA,NA,NA,80.202
2006-07-16,26.7,24.6,31.1,6,1.6,85.9,0.3,13.41,27.2,22.7,NA,NA,NA,NA,NA,80.202
2006-07-17,25.4,22.5,27.3,3,1.6,90.9,0,3.52,25.7,21.2,NA,NA,NA,NA,NA,80.202
2006-07-18,25,22.3,28,28,1.4,95.3,0,4.9,25,21.1,NA,NA,NA,NA,NA,80.202
2006-07-19,21.8,19.7,24.7,26.5,1,97.4,0,3.05,22.6,18.8,NA,NA,NA,NA,NA,80.202
2006-07-20,19.7,19.1,20.5,40,0.3,98.8,0,3,20.2,18.3,NA,NA,NA,NA,NA,80.202
2006-07-21,23.6,19.8,29.5,1,0.7,87.9,3,16.51,24.9,18.5,NA,NA,NA,NA,NA,80.202
2006-07-22,23.8,20.2,29,NA,0.9,87.5,1,13.68,25,18.5,NA,NA,NA,NA,NA,80.202
2006-07-23,21.4,18.6,26.2,NA,0.6,86.8,0.3,10.56,22,17.7,NA,NA,NA,NA,NA,80.202
2006-07-24,21.3,19,24.3,NA,0.3,91.9,0,6.51,21.6,18,NA,NA,NA,NA,NA,80.202
2006-07-25,23.9,20.2,30.7,6.5,0.9,87.4,2.8,17.68,24.5,19.1,NA,NA,NA,NA,NA,80.202
2006-07-26,23.7,21.5,29.3,44,0.6,93.3,1,11.25,24.7,20,NA,NA,NA,NA,NA,80.202
2006-07-27,25.8,21.7,31.3,3.5,1.3,86.4,4.1,21.12,26.7,20.3,NA,NA,NA,NA,NA,80.202
2006-07-28,25.4,21.3,31.6,1.5,0.8,91.4,3.2,19.25,26.2,19.3,NA,NA,NA,NA,NA,80.202
2006-07-29,26.9,22.7,32.9,NA,0.8,84.3,4.8,24.54,26.1,21.2,NA,NA,NA,NA,NA,80.202
2006-07-30,27.4,22.1,34.2,NA,1,80.4,10.8,26.94,27.9,20.2,NA,NA,NA,NA,NA,80.202
2006-07-31,27.2,21.8,34,NA,1.1,81.3,9.7,26.89,28.8,20.5,NA,NA,NA,NA,NA,80.202
2006-08-01,27.4,22.6,33.7,NA,1.3,81.8,9.6,26.22,29.2,21,NA,NA,NA,NA,NA,80.202
2006-08-02,27.8,22.7,34,NA,1.2,81.3,10.6,25.61,29.8,21.5,NA,NA,NA,NA,NA,80.202
2006-08-03,28.2,23.2,35.7,NA,0.8,80.1,9.1,21.07,30,21.6,NA,NA,NA,NA,NA,80.202
2006-08-04,28.1,23.5,35.5,NA,0.8,81,8.5,18.99,29.5,21.7,NA,NA,NA,NA,NA,80.202
2006-08-05,26.9,23.1,35.2,NA,0.8,83.4,7.1,24.23,29.5,21.7,NA,NA,NA,NA,NA,80.202
2006-08-06,26.5,22.2,35.5,NA,1.1,83.8,6.7,25.52,30.4,21.2,NA,NA,NA,NA,NA,80.202
