date,avg_temper,low_temper,high_temper,rainfall,avg_ws,avg_rehumi,total_sunhine,total_sunradi,avg_landtemper,low_grasstemper,avg_humid,day_soilwater,shipments,CPI,hq_price
20190307,7.5,3.7,13.7,8.201994302,6.5,65.4,10.5,11.92,8.2,2.2,71.31120079,18.51768627,300130,104.85,4000
20190308,6.1,-2.7,15,8.201994302,2.6,60.5,11,13,6.8,-5.5,71.31120079,18.51768627,547404,104.85,4000
20190311,7.1,2.1,12.3,5.5,3.4,78.1,5.7,7.55,7,0.3,71.31120079,18.51768627,369140,104.85,4000
20190312,7.1,1.8,14,8.201994302,4.8,69.4,8.5,10.69,8,0.6,71.31120079,18.51768627,389822,104.85,4000
20190313,4.8,-1.3,10.9,8.201994302,5.6,47.9,11,12.46,4.5,-3.3,71.31120079,18.51768627,615850,104.85,4000
20190314,5.3,-2.8,12.8,8.201994302,3,61.4,10.4,12.49,5.4,-4.2,71.31120079,18.51768627,233974,104.85,4000
20190315,6.4,-1,13.8,0.5,4.2,65.5,6.9,8.71,4.4,-2.6,71.31120079,18.51768627,451500,104.85,4000
20190318,7.1,-2.1,13.8,8.201994302,1.8,65.5,4.1,8.02,8,-3.3,71.31120079,18.51768627,266280,104.85,4000
20190319,11.6,1,20,8.201994302,3.8,58.1,10.6,12.33,11.4,-1.6,71.31120079,18.51768627,305110,104.85,4000
20190320,11.6,4,17.1,42.5,2.2,83.6,0,3.24,10.5,1.8,71.31120079,18.51768627,265420,104.85,4000
20190321,9.8,4.2,17.2,8.201994302,5.6,77.3,0.9,4.79,10.9,3.7,71.31120079,18.51768627,331940,104.85,3500
20190322,6.4,3.4,12.9,8.201994302,6.4,55.3,9.5,13.69,7.5,2.4,71.31120079,18.51768627,368980,104.85,3500
20190325,5.7,-1.3,12.8,8.201994302,2.3,70.8,4.5,9.26,7.6,-2.4,71.31120079,18.51768627,338120,104.85,4000
20190326,10.7,3.3,20.5,8.201994302,3.3,62.3,9.9,13.22,10.5,1.3,71.31120079,18.51768627,288260,104.85,4000
20190327,12,1.6,18.9,8.201994302,3.5,68,10.2,12.27,11.8,0.4,71.31120079,18.51768627,355070,104.85,3800
20190328,13.4,8.4,19,8.201994302,2.7,69.6,7.9,11.77,15.1,6.6,71.31120079,18.51768627,307720,104.85,3800
20190329,11.6,3,19.8,8.201994302,2.4,60.4,8.8,12.79,13.6,1.3,71.31120079,18.51768627,261860,104.85,3800
20190401,6.8,-0.4,13.2,8.201994302,4.1,50.3,11.5,14.44,8.8,-3.9,71.31120079,18.51768627,281070,104.85,3800
20190402,8,-0.5,15.5,8.201994302,3.9,45.8,11.8,15.12,10.5,-2.8,71.31120079,18.51768627,217140,104.85,3600
20190403,7.2,-2.3,15.4,8.201994302,3.8,41,11.9,15.42,10.5,-3.8,71.31120079,18.51768627,285810,104.85,3500
20190404,10.4,2.4,19.2,8.201994302,3.6,39.8,11.3,14.71,12.3,0.9,71.31120079,18.51768627,200640,104.85,3200
20190405,12.4,1.5,20.2,8.201994302,3.5,50.4,11.4,12.75,13.9,0.3,71.31120079,18.51768627,300986,104.85,3200
20190408,14,5.8,21.1,8.201994302,3.6,57.6,11.4,14.34,13.6,4.1,71.31120079,18.51768627,181550,104.85,3200
20190409,9.8,5.8,14.3,20,5.9,74.8,2.9,5.78,10.6,4.6,71.31120079,18.51768627,165672,104.85,3200
20190410,8.6,7.3,11.7,2.5,3.3,86.6,0.8,4.39,10.4,6.6,71.31120079,18.51768627,111630,104.85,3200
20190411,9.7,4.7,13.6,8.201994302,1.9,75,3.1,9.26,11.8,3.6,71.31120079,18.51768627,142500,104.85,3000
20190412,11.6,5.2,18.8,8.201994302,3.4,53.5,11.1,14.97,11.9,3.3,71.31120079,18.51768627,108494,104.85,3000
20190415,12.3,2.1,22.1,8.201994302,3.5,45.9,12.3,16.09,12,1.1,71.31120079,18.51768627,111120,104.85,3000
20190416,12.4,1.2,21.2,8.201994302,2.1,55.5,8.9,12.3,13.1,-0.4,71.31120079,18.51768627,109142,104.85,3000
20190417,13.7,8,20.4,3.5,1.9,74.1,6.9,11.41,15.5,5.7,71.31120079,18.51768627,166300,104.85,3000
20190418,14.2,3.7,22.3,8.201994302,2.6,73.8,12,15.87,16.1,3,71.31120079,18.51768627,159720,104.85,3000
20190419,13.9,10.9,17.8,8.201994302,2.6,76.1,0.4,4.76,15.3,10.7,71.31120079,18.51768627,144330,104.85,3000
20190422,17.4,9.5,23.8,8.201994302,2.5,71,11.3,15.32,20.6,9,71.31120079,18.51768627,112470,104.85,3000
20190423,14.7,10.8,17.3,13.5,2.5,88.4,0,2.32,15.4,9.9,71.31120079,18.51768627,119270,104.85,3000
20190424,17.4,15.2,21.1,1.5,1.9,90,0.6,5.02,19.8,14.8,71.31120079,18.51768627,269464.1337,104.85,3000
20190425,14.7,12.4,17,0.5,1.4,90.9,0,2.45,16,11.4,71.31120079,18.51768627,269464.1337,104.85,3300
20190426,10.7,8.1,13.1,8.201994302,4.2,77.5,0.3,4.55,12.3,6.4,71.31120079,18.51768627,269464.1337,104.85,3500
20190429,12.2,10.9,13.9,31,1.5,92.8,0,1.23,13.3,10.7,71.31120079,18.51768627,269464.1337,104.85,3500
20190430,15.1,10.4,20,0.1,1.4,86.3,2.6,9.06,17,10.2,71.31120079,18.51768627,269464.1337,104.85,3500
20200102,4.1,-1.7,9.2,8.201994302,3.9,63.1,7.2,10.19,2,-2.5,80.36,43.79,11000,105.79,11000
20200103,5.1,1.4,10.1,8.201994302,4,66.5,8.5,11.07,2.7,-0.4,82.32,43.6,730210,105.79,11000
20200106,6.8,3.2,8.4,19.3,2,88.1,0,1.08,5.6,2.6,89.22,43.71,428116,105.79,12000
20200107,11.5,8.3,17,32.4,2.2,93.9,0,1.67,10.3,7.4,95.29,44.38,256480,105.79,11000
20200108,6,4.5,12.8,0,7.6,75.8,0,1.71,5.5,3.8,83.72,44.59,264700,105.79,10000
20200109,4.2,1.4,7.7,8.201994302,4.7,64.6,5.3,9,3.3,-0.5,69.88,44.94,272058,105.79,10000
20200110,3.2,-1.4,9,8.201994302,3,66.3,7.1,10.64,3.6,-2,79.41,44.79,579120,105.79,9000
20200113,3.1,0.1,6.5,8.201994302,4.8,63.4,5.1,9.21,2.7,-1,67.88,44.41,467260,105.79,10000
20200114,2.1,-1.7,7,8.201994302,2.6,63.3,3.6,7.35,2.3,-2.6,65.84,44.31,449194,105.79,9000
20200115,2,-1.9,6.3,8.201994302,3.8,60.9,8.2,12.43,1.7,-3,76.32,44.26,513526,105.79,10000
20200116,3.4,-1,7.8,8.201994302,3,49.1,8,12.12,3.5,-1.6,59.07,44.19,444984,105.79,9000
20200117,3.8,0.7,9.2,8.201994302,4,45.3,6.2,10.4,2.8,-0.7,58.72,44.04,636336,105.79,9000
20200120,4.2,-1.1,8.9,8.201994302,4.4,62.1,7.1,12.39,2.5,-1.7,69.85,43.76,457818,105.79,9000
20200121,2.7,-0.9,8.8,8.201994302,3,53.8,9.1,13.97,2.6,-1.9,64.64,43.65,713640,105.79,10000
20200122,5.4,0.7,7.5,15.2,1,90.4,0,1,4.4,0.2,88.48,44.02,379420,105.79,9000
20200123,8.5,6.6,11.7,1.9,2.2,89,0.8,5.17,7.8,5.3,97.85,45.02,436200,105.79,9000
20200128,7.7,4.8,11.8,8.201994302,2.6,82.4,2.2,8.89,7.6,3.8,86.35,45.74,70130,105.79,9000
20200129,6.9,5,9.2,0.2,2.3,87.9,0,4.21,7.3,3.5,89.86,45.75,439760,105.79,10000
20200130,6.5,3.3,10.5,8.201994302,4.1,71.9,5.7,10.68,5.8,2.2,83.38,45.6,509302,105.79,9000
20200131,4.4,-0.6,9.1,8.201994302,4.3,70.4,3.9,9.78,5,-1.3,81.1,45.4,466040,105.79,9000
20200203,3.3,-0.7,7.9,8.201994302,4.4,65.8,6.6,13.36,3.6,-1.5,79.03,45.26,390106,105.79,9000
20200204,2.6,-2.4,9.3,8.201994302,3.8,51.8,9.4,15.97,2.5,-2.9,70.06,45.21,259130,105.79,9000
20200205,-0.1,-4.4,3.8,8.201994302,5.5,47,9.6,16.5,1.7,-4.7,53.41,45.08,362710,105.79,9000
20200206,-0.4,-5.8,5.5,8.201994302,3.1,38.8,8.1,13.74,0.6,-6.2,54.5,44.99,471310,105.79,9000
20200207,2.9,-2.5,8.5,8.201994302,3.7,46.3,7.9,13.64,2,-2.7,59.98,44.76,359702,105.79,9000
20200210,5.1,-1.9,13.2,8.201994302,3,70,6.4,12.37,4.4,-2.4,75.75,44.31,319840,105.79,9000
20200211,6.5,-3.5,13.7,0.4,1.5,69.4,3.5,9.85,5.1,-3.7,75.17,44.17,555200,105.79,9000
20200212,10.5,7.8,12.7,23.6,2.6,92.9,0,2.63,9.4,6.6,94.26,44.91,520430,105.79,9000
20200213,9.3,3.9,13.7,8.201994302,2.9,85.3,4.3,10.85,10.5,3.8,93.66,45.34,335320,105.79,10000
20200214,8.2,2.7,16.7,8.201994302,1.8,80.9,9.7,16.7,9,2.3,75.78,45.51,638856,105.79,11000
20200217,-0.8,-2.4,1.6,1.7,7.6,76.8,3.5,10.5,1.5,-2.9,82.91,46.47,546398,105.79,10000
20200218,1.6,-2.3,6.7,8.201994302,5.9,58.8,10,18.51,2.3,-2.7,67.59,46.8,289362,105.79,11000
20200219,5.3,-0.8,11.9,8.201994302,4.2,59.6,9.2,16,4.7,-1.5,76.72,46.75,595940,105.79,11000
20200302,6.5,1.7,12.7,8.201994302,4.7,59.8,9.3,18.99,7.4,1.1,59.95,46.01,338402,105.79,9000
20200303,7.5,-0.2,12.1,8.201994302,2.6,76.3,1.2,10.14,7.5,-0.4,79.13,45.97,269112,105.79,9000
20200304,5.8,1.3,10.1,8.201994302,6.9,58.5,9.1,20.09,7.3,0.5,62.82,45.64,337144,105.79,9000
20200305,4.1,-0.7,10.7,8.201994302,4.3,54.3,10.8,20.87,6,-1.7,59.12,45.45,295262,105.79,9000
20200306,4.4,-4.7,12.9,8.201994302,2.6,59,10.9,21.93,5.4,-4.4,62.05,45.18,360160,105.79,10000
20200309,8.9,1.8,13.4,9.5,2.4,89.3,0,5.06,8.1,1.5,92.21,46.39,301900,105.79,10000
20200310,7.8,4.6,11.2,3.4,5.9,82.3,0,3.33,7.4,3.2,89.13,47.06,271270,105.79,9000
20200311,5.7,0.4,11,8.201994302,5.8,51.9,11.1,22.56,6.3,-0.1,54.94,46.94,192660,105.79,9000
20200312,5.6,-3.3,14.7,8.201994302,2.7,61.8,10.7,22.35,6.5,-3,64.57,46.46,242934,105.79,9000
20200313,9.1,1.4,16.7,8.201994302,3.9,54.5,8.3,19.02,10.1,0.9,60.19,46.13,338360,105.79,9000
20200316,5.2,0.2,11.4,8.201994302,4.2,52.9,10.7,22.65,6.3,-1.1,51.31,45.07,159642,105.79,9000
20200317,9.5,-1.8,19,8.201994302,3.6,62.5,11.1,21.82,9.3,-1.9,68.37,44.66,168516,105.79,9000
20200318,9.6,-0.2,18.3,8.201994302,2.5,69.5,11.1,22.8,12.1,-1,63.82,43.97,137510,105.79,9000
20200319,9.2,2.2,16.4,8.201994302,5.7,65,8.5,19.54,10.6,2.3,64.2,43.38,113370,105.79,9000
20200320,9.5,2.2,16.1,8.201994302,4,45.1,11.2,23.04,10.5,1.3,44.98,42.78,79000,105.79,9000
20200323,11.6,5.4,17.7,8.201994302,5.5,45.4,11.5,23.42,12.1,4.1,59.88,40.53,207720,105.79,10000
20200324,9.8,1.5,18.1,8.201994302,3,65.8,11.4,23.01,13.1,1.9,67.11,39.98,112280,105.79,9000
20200325,11.5,0.5,19.1,0.1,2.5,68.9,10.5,23.04,13.9,0.6,63.87,39.43,88892,105.79,9000
20200326,13,10.3,15,32.5,2,95.9,0,1.63,12.7,10.1,94.3,41.54,110740,105.79,10000
20200327,11.9,5.6,16,0.3,4.4,84.5,3.2,11.85,12.5,5,91.41,43.99,107960,105.79,10000
20200330,11,5.5,17.4,8.201994302,2.2,74.9,10.7,21.68,14.2,5.3,72.04,43.4,175490,105.79,9000
20200331,11.6,2.2,19.5,8.201994302,2.5,67.4,11,23.36,13.8,2.4,70.34,42.92,130972,105.79,9000
20200401,11.1,7.1,18.6,0.5,6.3,54.9,7.1,18.15,11.2,5.7,62.45,42.33,71560,105.79,9000
20200402,10.2,3.3,16.8,8.201994302,3.3,52.5,9.9,22.68,11.4,1.9,58.71,41.97,57860,105.79,10000
20200403,12,4.4,19.9,8.201994302,3.7,38.1,11.6,24.74,12.1,2.8,54.83,41.33,46550,105.79,10000
