date,avg_temper,low_temper,high_temper,rainfall,avg_ws,avg_rehumi,total_sunhine,total_sunradi,avg_landtemper,low_grasstemper,avg_humid,day_soilwater,shipments,CPI,hq_price
20160328,9.9,0,17.8,8.201994302,3.1,44.3,11.4,18.79,11.5,-1.2,64,6,126634,100.97,10000
20160329,10.1,2.1,16.4,8.201994302,2.3,67.8,1.7,9.85,10.8,1.7,76,6,35814,100.97,10000
20160330,12.3,4.4,21.2,8.201994302,2,67.9,10.2,17.39,14.2,3.8,60,5,101614,100.97,10000
20160331,11.8,4.2,19,8.201994302,2,72.1,3.7,12.02,13.4,3.3,66,5,140470,100.97,10000
20160401,13.7,5,24.1,8.201994302,2.3,57.5,11.1,19.02,15.6,2.5,66,5,75634,100.97,12000
20160404,12.5,11.6,13.7,2,1.4,85.8,0,3.25,13.9,11.4,89,9,53074,100.97,13000
20160405,13,7.1,19.7,8.201994302,2.6,53.8,9.1,16.78,14.1,5.5,61,8,62124,100.97,14000
20160406,12,5.9,18.8,18,3.1,62.9,1.1,7.56,12.1,5.6,71,7,50264,100.97,14000
20160407,14,10.5,18.9,13.5,2.9,77.3,2.4,8.96,13.8,10.2,89,19,30658,100.97,14000
20160408,15.4,10.5,23.5,8.201994302,3,58.9,9.1,19.27,16.4,9.5,77,9,36118,100.97,14000
20160411,12.3,8.7,15.9,8.201994302,3.2,72.8,3.2,12.96,16.6,8.3,76,7,44408,100.97,14000
20160412,11.9,6.4,17.1,3.5,3.1,65.8,5.5,14.95,15.1,7.1,64,6,29610,100.97,14000
20160414,18.3,11.9,25.4,8.201994302,3.8,58.9,11.5,20.01,17.8,11.4,79,8,21264,100.97,14000
20160415,13.4,6.1,20.1,8.201994302,2.8,64.1,12,21.43,17.5,7.6,72,7,40324,100.97,14000
20160418,14.1,8.6,19.4,8.201994302,3.2,54.9,8.7,16.59,15.3,9.9,75,9,31004,100.97,15000
20160419,13.9,7.3,22.3,8.201994302,2.8,56.6,12.2,22.22,16.6,8.8,70,8,16500,100.97,15000
20160420,14.1,6.8,19.6,0.4,2.4,69.1,6.2,15.73,16.8,8.9,70,7,21396,100.97,15000
20160421,16.5,13.9,19.1,46.5,3.6,82.5,0.4,5.62,17,14.1,96,26,27380,100.97,15000
20160422,17.9,12.7,25.7,8.201994302,2.9,67.4,10.5,20.62,19.5,12.4,77,10,23338,100.97,15000
20160425,15.5,8.3,24,8.201994302,2.1,55.9,11.8,20.68,19.1,8.7,68,7,17318,100.97,15000
20160426,15.9,6.5,23.8,7.5,2,69.3,7,14.27,17.8,7.8,75,6,12620,100.97,15000
20160427,13.4,12.1,14.8,60.5,2.3,85.4,0,1.88,15.3,12.9,98,14,25362,100.97,15000
20160428,14.8,11,20.3,5.5,2.2,77.1,1.6,9.6,16.2,11.2,88,14,269464.1337,100.97,15000
20160429,14,8,20.1,8.201994302,2.4,69.1,12.1,21.57,17.7,9.2,77,10,26518,100.97,15000
20170102,7.3,0.8,14.2,0,1.5,75.5,6.1,7.66,5.8,-1,83,9,10790,102.93,8000
20170103,6.4,2.9,12,8.201994302,2.2,62.4,8.6,9.14,4.7,-0.7,80,9,713070,102.93,8000
20170104,6.1,2.1,13.1,8.201994302,2.1,67.6,7.9,7.62,4.5,-1,87,8,662830,102.93,8000
20170105,6.9,1.2,10.8,8.201994302,1.7,69.8,0,3.71,5.6,-1.6,78,8,225830,102.93,8000
20170106,6.5,0.8,11.3,8.201994302,2,67.8,7.5,8.72,6.9,-0.8,73,8,564910,102.93,8000
20170109,5.4,1.5,9.2,8.201994302,4.4,65.3,5,6.52,4.3,-2.6,71,8,700376,102.93,8000
20170110,3.2,0.6,6.7,8.201994302,3.6,55.8,8.8,9.84,1.4,-2.4,68,7,535508,102.93,8000
20170111,0.6,-2.6,4.4,8.201994302,2.2,49.6,8.9,9.96,-0.2,-4.5,60,7,566610,102.93,8000
20170112,2.2,-3.5,7.9,8.201994302,2,71,3.9,5.49,1.3,-5.2,79,7,434660,102.93,8000
20170113,1.2,-4.3,7.7,8.201994302,2.8,62,5.2,6.63,0.6,-5.2,81,7,508000,102.93,8000
20170116,-0.2,-4.8,6.4,8.201994302,2.1,45.8,8.5,10.25,-0.4,-6,63,5,213800,102.93,8000
20170117,0,-7.8,7.9,8.201994302,1,53,6.1,7.31,-0.1,-7.5,67,5,486610,102.93,8000
20170118,3.4,-3.9,9.7,8.201994302,1.4,50.5,5.4,7.8,1.6,-5.3,71,6,458980,102.93,8000
20170119,2,-4.2,7.9,8.201994302,1.5,62.4,7,8.22,2.5,-4.7,75,6,891602,102.93,8000
20170120,-0.4,-2.4,3.2,2.5,3.2,75.6,3.5,6.09,0,-3,82,7,688240,102.93,8000
20170123,-3.1,-6.4,1.4,0,2.5,65.5,9,10.12,-1.9,-6.5,79,7,200060,102.93,8000
20170124,-1.8,-7,3.8,8.201994302,2.2,63.6,9.2,10.7,-1.5,-6.9,79,6,269464.1337,102.93,8000
20170125,-0.4,-4,4.8,8.201994302,2.6,57.9,9.3,11.2,-0.5,-6.2,76,5,576130,102.93,8000
20170126,-0.1,-5.8,8.2,8.201994302,1.7,60.3,9.4,10.99,0.3,-7.2,71,5,389120,102.93,8000
20170131,-0.3,-6.7,7,8.201994302,2.2,48.6,9.3,11.7,0.3,-7.1,66,6,37630,102.93,8000
20170201,1.1,-2.5,6.5,8.201994302,3.1,42.9,7.3,9.87,0.6,-5.2,58,8,495230,102.93,8000
20170202,1.1,-3.9,8.7,8.201994302,2.5,41.9,9.6,12.57,0.3,-5.5,60,6,424900,102.93,8000
20170203,4.5,-1.3,10.8,8.201994302,2.5,50,6.9,9.67,3.5,-3.6,70,6,8060,102.93,8000
20170206,2.6,-0.9,6.3,8.201994302,3.9,54,9.5,12.28,1.6,-3.2,63,8,467200,102.93,8000
20170207,2.5,-2,8.4,8.201994302,1.6,50.5,7,11.05,3.8,-3.8,69,7,215210,102.93,8000
20170208,2.5,-1.2,5.8,8.201994302,2.7,57,0.1,4.85,2.3,-3.6,71,7,332864,102.93,8000
20170209,-0.3,-2.9,2.4,8.201994302,4.8,60.3,6.5,8.43,0.3,-3.9,73,7,491200,102.93,8000
20170210,-2,-3.7,0.9,8.201994302,4.1,63.5,9.5,11.11,-1,-4.7,82,6,392340,102.93,8000
20170213,2.9,-4,9.8,8.201994302,1.9,61.6,9.4,11.72,1.9,-5.5,77,6,588350,102.93,8000
20170214,4.4,-0.4,9.6,8.201994302,2.3,53.5,9.8,13.04,4.5,-3.4,64,8,599020,102.93,8000
20170215,3.1,-6,14.2,8.201994302,1.4,56.1,10.1,13.61,4.3,-6.6,68,6,568560,102.93,8000
20170216,5.8,-6,15.1,3,1,74.8,8,10.56,7,-6.4,82,7,294510,102.93,8000
20170217,6.7,-0.4,12.5,0.2,3,61.6,8.1,11.43,6.9,-2.4,69,9,725280,102.93,8000
20170220,5.8,-2.3,15.3,0.5,4.2,59,6.7,11.02,7,-3.8,72,9,822530,102.93,8500
20170221,1.1,-5,8.9,8.201994302,1.6,57.6,10.2,13.87,5.1,-6.1,61,7,367840,102.93,9000
20170222,5.9,-1.4,8.3,31,1.6,85.3,0,0.77,5.5,-2.4,87,10,245220,102.93,9000
20170223,2.3,-1.2,7.1,8.201994302,4.3,61.3,6.4,12.61,2.2,-2.7,65,11,461740,102.93,9000
20170224,1.9,-1.5,7.9,8.201994302,2.6,47.9,9.8,14.92,2.1,-4.2,59,8,742870,102.93,9000
20170227,4.5,-2.2,12.4,8.201994302,1.4,62.5,10.1,13.27,5.5,-4.1,66,7,332852,102.93,9000
20170228,4.6,-3.8,13.4,8.201994302,1.4,56.4,10.4,14.91,5.4,-4.7,64,7,353330,102.93,9000
20170302,3.4,-1.2,7.1,0.5,4.9,62.6,8.2,13.71,5.1,-3.3,72,9,725346,102.93,9000
20170303,5.6,-1.6,12.6,8.201994302,2,52.4,10.1,14.76,6.4,-3.4,71,8,526440,102.93,8000
20170306,4.1,-1.1,8.8,8.201994302,3.9,40.3,10.8,16.4,6.6,-3.2,48,6,218070,102.93,8000
20170307,0.4,-5.8,5.8,0,3.4,57.9,8.1,13.04,1.7,-5,68,7,472440,102.93,8000
20170308,2.9,-0.8,7.4,8.201994302,3,58.9,9.1,12.86,3.9,-3.2,69,6,130280,102.93,8000
20170309,6.5,-2.6,12.8,8.201994302,2.6,45.6,10.9,15.98,6.7,-4.3,62,6,216218,102.93,8000
20170310,7.7,0.9,15.5,8.201994302,2.1,44.9,11.1,16.36,8.5,-2.3,63,6,546690,102.93,8000
20170313,10.2,4.5,15.5,8.201994302,1.9,40.8,6.9,13.28,11.3,2.2,58,6,338644,102.93,7500
20170314,6.9,1.8,13.3,8.201994302,3.4,47,11.2,17.07,9.3,-1.9,62,6,196310,102.93,7500
20170315,6.2,0.6,13.6,8.201994302,1.9,48.8,11,16.84,9.9,-1.9,64,5,259450,102.93,7500
20170316,6.5,-1.2,14.5,8.201994302,1.5,54.5,7.3,13.63,10.3,-1.9,63,5,219460,102.93,8500
20170317,7.1,-0.8,15.4,8.201994302,1.7,42.8,11.1,17.03,10.9,-2.5,60,5,200854,102.93,8500
20170320,8.3,2.3,12.6,7,1.4,77.5,0,3.07,8.1,1.5,84,5,141817,102.93,8500
20170321,8,3.1,12.7,0.5,3.6,56.6,10.8,17.11,8.7,0.8,68,9,184090,102.93,8500
20170322,7.1,-0.1,13.7,8.201994302,1.6,57.5,4,11.87,8.8,-1.4,68,7,146070,102.93,8500
20170323,10.3,5.5,16.7,8.201994302,1.8,45.9,4.6,10.85,11,2.9,60,7,137090,102.93,8500
20170324,8.8,1.1,13.2,8.201994302,1.4,60.1,1,9.49,9.9,0.8,73,7,162108,102.93,8500
20170327,7.1,4.2,12.5,0.3,2.5,68.1,7.5,12.65,7.3,2,76,9,139794,102.93,8500
20170328,8.2,0,15,0.2,1.5,61.6,8.2,14.58,9.7,-0.4,72,8,130718,102.93,8500
20170329,8.3,5.9,10.6,5.5,1.1,85.1,0,2.5,8.7,6.2,89,10,90360,102.93,8500
20170330,11.5,5.4,18.5,8.201994302,1.5,67.3,9.6,17.75,13.7,3.6,71,9,86960,102.93,8500
20170331,10.5,7.4,13.7,0.5,0.9,72,0.5,6.37,12.5,7.3,77,9,137002,102.93,8500
20170403,12.6,3.5,21.2,8.201994302,2.5,39.9,11.8,19.43,13.5,1.3,60,7,122410,102.93,8500
20170404,12.7,2.8,21.8,8.201994302,1,47.9,10.4,16.81,15.5,1.6,56,7,61400,102.93,8500
20170405,13.9,9.5,16.7,28.5,2,83.3,0,2.5,13.2,8.6,88,6,140540,102.93,8500
20170406,14.5,11.3,16.7,22,1.2,90.5,0,1.51,14.6,10.5,97,13,269464.1337,102.93,8500
20170407,13.9,6.9,21,8.201994302,1.2,78.6,9.9,16.57,16.7,7.2,81,10,113290,102.93,8500
20170410,13.9,10.7,18.9,0.5,2.5,53.9,6.8,15.82,14.9,8.8,51,7,110350,102.93,8000
20170411,13,9.7,18.8,8.5,3.2,64.1,9,16.62,13.8,9.2,70,13,144660,102.93,8000
20170412,13.3,7.8,20.3,8.201994302,3.8,28,10.2,18.2,13.3,5.1,38,9,229990,102.93,7500
20170413,13.3,2.8,21.5,8.201994302,1.5,47.1,11.3,18.24,13.9,3.1,67,8,60540,102.93,7000
20170414,13,3,20.8,0.5,1.4,66.9,9.1,14.54,12.9,4.2,68,8,97760,102.93,7000
20170417,15.6,12.4,17.9,5,1.5,87.8,0.8,1.95,15.9,11.6,95,10,58360,102.93,7000
20170418,14.7,9.9,20.1,8.201994302,2.6,69.1,7.4,15.44,16.9,9.7,78,10,26170,102.93,7000
20170419,14.1,8.4,20,8.201994302,3.2,42.8,12.1,20.14,15.1,7.6,59,8,114960,102.93,7000
20170420,12.5,7.2,18.2,1,1,62,1.8,7.38,13.5,7.7,74,7,62120,102.93,7000
20170421,14.6,8.5,21.1,8.201994302,1.4,60.9,8,17.35,16.9,9.6,71,9,171480,102.93,7000
20170424,14.5,4.1,21.8,8.201994302,1.1,62.3,12.1,21.58,19.1,6.6,63,6,76720,102.93,7000
20170425,17.7,12,23.1,8.201994302,1,72.4,5.1,13.79,19.7,12.5,76,5,131870,102.93,6500
20170426,15.6,12.3,20.5,2,1.9,61.8,4.2,9.84,17.8,10.5,70,9,165360,102.93,6000
20170427,12.7,5.1,20.1,8.201994302,2.1,45.6,9.8,19.31,15.9,7.3,58,6,241470,102.93,6000
20170428,15.1,3.3,24.7,8.201994302,1.9,50.5,12.5,21.17,17,6.1,62,5,165524,102.93,6000
20180102,2.6,-5.8,8.8,8.201994302,2,63.5,8,7.91,1.2,-5.5,76,6,15820,104.45,7000
20180103,1,-2,5.5,8.201994302,2.6,48.3,8.8,9.43,0.9,-3.7,60,6,314170,104.45,7000
20180104,1.2,-1.5,5,8.201994302,1.7,48.1,1.8,5.44,1.9,-2.1,61,6,452470,104.45,7000
20180105,2.2,-0.1,5.6,8.201994302,2.7,53.4,7.4,7.5,1.7,-2.8,66,6,631970,104.45,7000
20180108,4.4,2.1,6.7,5,1.9,85,0.2,1.65,4.5,0,90,8,671952,104.45,7000
20180109,0.4,-1.8,2.8,0.3,2.8,74.9,3.5,3.86,0.8,-3,89,7,55890,104.45,7000
20180110,-2.2,-5,0.4,3.5,1.9,87.3,2.4,4.17,0,-2.6,94,8,388150,104.45,7000
20180111,-5.7,-8.9,-2.3,0,1.9,74.9,8.6,7.58,0.2,-3.9,86,8,189740,104.45,7000
20180112,-7.1,-11.6,-1.9,8.201994302,2,70.3,9,8.35,-0.3,-7.4,83,8,316060,104.45,6800
20180115,4,-1.6,12.6,8.201994302,1.3,77.4,8.9,7.34,2.5,-3.1,92,8,221020,104.45,6500
20180116,4.8,-0.9,8.3,17.5,0.5,94,0,1,4.2,-2.4,100,10,397180,104.45,6500
20180117,5.4,0.6,8.7,2.5,1.6,87.6,3.1,4.73,5.6,-0.3,93,14,190800,104.45,6000
20180118,5.5,0.4,10.3,8.201994302,2.2,73.4,6.6,5.84,4.3,-0.8,86,9,612560,104.45,5800
20180119,3.9,-0.1,10.8,8.201994302,2.4,51,8.6,7.98,2.3,-3,76,8,633870,104.45,6000
20180122,5.4,1.3,10.1,0,2,62.8,4.7,5.41,4.9,0.7,75,7,437782,104.45,6300
20180123,-3.2,-8.2,2.5,8.201994302,3.7,57.9,8.3,7.62,-0.4,-9,70,7,462580,104.45,6500
20180124,-6.5,-9.8,-2,8.201994302,2.5,47.1,9.2,8.72,-3.1,-10.7,58,5,287234,104.45,6300
20180125,-6.3,-9.3,-2,8.201994302,3.1,43.1,8.1,8.29,-2.6,-10.6,56,4,314070,104.45,6000
20180126,-6.7,-9.7,-2,8.201994302,3.3,49.8,9.2,8.93,-3.6,-10.4,62,4,67810,104.45,6000
20180129,-3,-6.9,1.9,8.201994302,2.6,53.4,7.4,7.39,-0.9,-9.2,67,4,464220,104.45,6000
20180130,-3.2,-9.8,3.4,8.201994302,1.8,53.8,7.5,8.08,-1.4,-10.7,68,3,92830,104.45,6500
20180131,0.3,-6.9,6.2,8.201994302,1.4,58.4,4.4,5.54,0.1,-8.1,73,4,640090,104.45,7000
20180201,0,-6.7,6.8,8.201994302,1.7,49.5,9.2,9.06,0.7,-8.9,63,4,351430,104.45,6800
20180202,0.2,-3.5,5.3,8.201994302,2.2,34.9,6.5,6.95,-0.1,-5.8,60,4,512240,104.45,8500
20180205,-5.6,-10.2,-0.1,8.201994302,2.2,65.5,8.1,7.59,-3,-10.2,79,3,246840,104.45,9500
20180206,-5.9,-11,-1.4,8.201994302,2.3,61,8.9,7.63,-3.2,-11.7,76,3,269464.1337,104.45,10000
20180207,-3.7,-9.3,2.8,8.201994302,1.9,56.4,9.7,9.89,-1.3,-11.2,76,3,174290,104.45,10500
20180208,-1.7,-9.9,5.6,8.201994302,1,49.9,9.1,8.88,0,-10.5,63,3,626770,104.45,10000
20180209,2.9,-5.1,10.2,8.201994302,1.2,59.5,5.2,6.88,1.7,-6.9,71,5,711480,104.45,9500
20180212,-2.3,-4.4,0.7,1.3,2.5,74.5,4.9,6.18,0,-6,75,6,291820,104.45,9000
20180213,0.5,-4.1,7.2,0,1.6,61,9.8,10.3,2,-6.8,69,6,606110,104.45,8500
20180214,5,-5.2,15.1,8.201994302,1.2,69.6,7.3,7.98,3.9,-5.3,79,7,494270,104.45,9000
20180219,5.2,0.5,10.4,8.201994302,0.7,42.9,1,4.98,5,-3.6,61,6,121130,104.45,7500
20180220,5.9,-2.5,12.7,8.201994302,1.7,44.8,6.8,7.63,4.4,-4.9,65,6,468690,104.45,7000
20180221,3.4,-0.2,7.4,8.201994302,2.5,28,0.6,5.72,3.3,-2.7,42,5,464260,104.45,7000
20180222,2.1,-4.8,9.2,8.201994302,1.8,34.9,9.5,10.09,3.7,-6.5,64,5,269464.1337,104.45,7000
20180223,3.5,-4.8,12.1,8.201994302,1.3,65.8,5.5,7.54,4.5,-6.4,74,5,575630,104.45,7000
20180226,5.9,-3.6,15,8.201994302,1.5,41.4,10.5,11.63,6,-5.3,57,5,377610,104.45,7500
20180227,6,-3.9,15.5,8.201994302,1.1,65.1,10,10.17,5.6,-5.1,59,5,260640,104.45,8000
20180228,6.9,2.6,10.3,31,3.1,86.8,0,0.82,6.3,1.2,85,5,342290,104.45,8000
20180302,2.4,-2.2,10.1,8.201994302,1.7,58.1,10.5,12.11,3.9,-3.6,61,7,514330,104.45,8000
20180305,9,6,13.5,9,1.5,89.6,0,1.24,9.6,5.3,99,9,260570,104.45,8000
20180306,6.2,1.8,11.5,8.201994302,1.3,74.1,10.8,12.53,8.9,-0.6,74,8,336840,104.45,8500
20180307,6.6,2.9,9.6,8.5,2.4,74.3,0,4.29,6.3,3,81,7,95662,104.45,8500
20180308,5.3,2.3,7.6,24,2.8,78.1,0.6,3.8,6.3,2.3,90,14,122250,104.45,8000
20180309,4.9,0.9,10.5,8.201994302,2,73.1,9,11.4,6.7,-0.6,79,9,369498,104.45,8000
20180312,7.8,-0.6,15.8,8.201994302,1.2,70.4,10.1,11.93,8.4,-0.9,73,7,547300,104.45,9000
20180313,10.6,1.5,19.8,8.201994302,1.1,79.1,10.3,12.9,11.2,0.5,73,7,250740,104.45,8500
20180314,12.8,3.6,20.7,8.201994302,1,83.5,8.7,12.06,13.7,2.8,78,7,117360,104.45,9000
20180315,14.3,12,15.9,48.5,0.8,93.3,0,0.82,13.7,11.1,99,26,171970,104.45,8500
20180316,7.5,5,13.2,1,2.3,79.9,0,2.85,8.9,3.8,98,10,300376,104.45,8000
20180319,11.7,8.2,14.9,25,2.3,84.8,0,1.29,11.1,6.9,99,15,150390,104.45,8000
20180320,6.8,1.4,10.1,2,4.3,60.9,0.7,5.35,6.6,-0.1,69,11,139794,104.45,7500
20180321,2.8,0.4,4.5,5,1.7,88.6,0,3.62,4.6,0.8,97,13,161120,104.45,8000
20180322,6.2,1.9,12.8,8.201994302,2.5,66.5,11.1,13.8,8.2,1.2,75,11,188020,104.45,9000
20180323,7.3,1,14.6,8.201994302,2.5,60,11,13.89,8.4,-0.4,77,9,227620,104.45,10000
20180326,12.8,4.5,22.1,8.201994302,1.9,63.4,11.2,13.45,13.4,3.7,80,8,149970,104.45,10000
20180327,13,5.1,21.7,8.201994302,1,65.9,10.9,13.49,14.7,3,75,8,157620,104.45,9500
20180328,12.8,2.9,22.6,8.201994302,1.2,74,11.3,14.23,14.7,2.9,81,7,40960,104.45,9000
20180329,14.8,6.3,23.6,8.201994302,1.4,75.6,8.5,11.62,15.8,6.1,78,7,127874,104.45,8500
20180330,12.7,6.8,18.8,8.201994302,1.4,65.8,8.7,12.11,14.5,6.9,69,7,133090,104.45,8000
20180402,16.4,9.6,23,8.201994302,0.9,79.4,10.3,14.08,18.3,9.1,78,6,78690,104.45,8000
20180403,16.9,11.4,22.9,8.201994302,0.9,85.4,7,11.25,18.5,10.8,80,6,36970,104.45,8000
20180404,14.5,10.6,18.1,17.4,1.2,95.1,0,2.74,16.6,11,97,5,56840,104.45,7500
20180405,10.3,9.3,11.3,5,2.4,91.3,0,1.58,11.5,9.7,94,10,49850,104.45,8000
20180406,10.1,4.2,14.2,15,4.2,64.4,7.3,11.9,11.1,4.5,72,14,100320,104.45,7000
20180409,12.4,5.9,20.5,8.201994302,1.4,62.9,11.6,15.32,14.5,5.6,68,8,50630,104.45,7000
20180410,13.9,4,20.5,8.201994302,1.5,77.6,7.5,12.68,14.6,4.5,72,8,57410,104.45,7500
20180411,16.9,9.3,23.9,0.1,2.3,55.8,9.8,14.31,18,7.2,69,9,96420,104.45,7500
20180412,13.3,4.5,22,8.201994302,1.6,46.8,5.3,10.18,13.8,3.2,71,7,74314,104.45,8000
20180413,13.8,8.1,17.7,8.201994302,2.5,41,1.4,7.73,13.2,7.8,52,7,75410,104.45,8000
20180416,11.2,5.1,17,8.201994302,1.6,66.5,8.2,12.17,13.8,4.4,76,9,53140,104.45,8500
20180417,12.8,7.1,19.1,8.201994302,1.4,66,10.7,14.76,15.7,7.7,73,8,269464.1337,104.45,9000
20180418,13,4.5,21,8.201994302,1.6,66.4,12.1,16.45,15.8,4.4,78,7,115580,104.45,8000
20180419,14.7,1.9,25,8.201994302,1.5,49,12.2,16.78,16.2,2,68,7,79920,104.45,7500
20180420,16.3,4.9,26.2,8.201994302,1.1,54.1,12,15.72,18,5.2,68,6,127390,104.45,7500
20180423,13.1,12.5,13.9,60,2.4,91.5,0,1.12,13.7,12.6,95,13,109200,104.45,8000
20180424,13.7,12.7,15.5,7.5,0.9,91.4,0,3.42,15.6,13.1,100,15,84790,104.45,8000
20180425,14.3,9.8,19.4,0.1,1,79.6,9.2,15.47,18.2,11.8,84,12,38630,104.45,8000
20180426,14.8,7.1,22.2,8.201994302,1.4,66.5,8.4,13.15,17,8.6,76,10,78700,104.45,7500
20180427,16.4,10.1,23.2,8.201994302,2.1,59,11,14.85,17.7,9.1,79,9,75262,104.45,7000
20180430,16.5,12.3,21.4,8.201994302,0.7,85,0.3,5.16,17.6,12.7,86,6,269464.1337,104.45,8000
20190102,0.9,-4.6,5.4,8.201994302,4.3,59,8.6,7.2,0.2,-5.2,71.31120079,18.51768627,269464.1337,104.85,6000
20190103,1.1,-3,7.9,8.201994302,4.1,50.1,8.9,7.56,0.3,-4.5,71.31120079,18.51768627,187352,104.85,6000
20190104,0.8,-8.3,5.8,8.201994302,2.6,57,2.2,2.57,-0.3,-8.9,71.31120079,18.51768627,426412,104.85,5000
20190107,2.6,-1.8,8.1,8.201994302,5,53.9,8.2,6.78,2.4,-3.4,71.31120079,18.51768627,174320,104.85,6000
20190108,2.1,-1.6,6.6,8.201994302,4.5,56.3,8.3,6.98,1.4,-4.1,71.31120079,18.51768627,144060,104.85,5000
20190109,0,-5.1,4.4,8.201994302,2.5,41.9,3.7,5.08,1,-5.9,71.31120079,18.51768627,423082,104.85,5000
20190110,3.5,0.3,7.8,8.201994302,4.4,47.6,5.6,6.49,3.3,-2.1,71.31120079,18.51768627,235050,104.85,5000
20190111,4,-0.7,8.8,0.1,2.5,59.6,7,6.8,4.9,-3.6,71.31120079,18.51768627,531768,104.85,5000
20190114,2.8,-5.3,10,8.201994302,2.8,60.9,8.5,7.47,3.2,-7.4,71.31120079,18.51768627,295760,104.85,4500
20190115,3.2,-0.8,8.3,8.201994302,5.1,63.8,5.8,5.92,2.9,-1.8,71.31120079,18.51768627,488890,104.85,5000
20190116,-1.1,-5.4,4.3,8.201994302,4.9,46.9,9,8.18,-0.5,-6.9,71.31120079,18.51768627,566160,104.85,5000
20190117,2.4,-3.7,7,8.201994302,4.3,56.5,9,7.84,1.8,-4.6,71.31120079,18.51768627,304250,104.85,5000
20190118,3.1,-3.4,9.9,8.201994302,3.6,61.5,9,7.68,2.8,-5.9,71.31120079,18.51768627,694888,104.85,4500
20190121,2.8,-2.7,8.3,8.201994302,4.7,56.5,9.1,8.49,2.2,-4.1,71.31120079,18.51768627,382542,104.85,5000
20190122,4.5,-2.3,10.7,8.201994302,3.8,56,8.8,7.89,3,-3.5,71.31120079,18.51768627,316238,104.85,5000
20190123,5.2,0.8,11.5,8.201994302,4.3,55.9,8.7,7.62,3.9,-2.6,71.31120079,18.51768627,563246,104.85,5000
20190124,3.5,-1.4,10.8,8.201994302,3.8,40.8,9.2,8.71,3.6,-3.2,71.31120079,18.51768627,512616,104.85,4500
20190125,1.8,-1.7,7.7,8.201994302,6.1,49.8,4.6,5.49,1.6,-3.1,71.31120079,18.51768627,705914,104.85,4500
20190128,3.8,-2.7,9.7,8.201994302,4.6,54.8,7.2,6.68,3.6,-4.9,71.31120079,18.51768627,474528,104.85,5000
20190129,0.9,-4.5,7.4,8.201994302,2.7,49.9,9.3,9.03,2.4,-8.1,71.31120079,18.51768627,688094,104.85,5000
20190130,5.4,-4.9,11.6,8.201994302,2.3,42.5,3,5.94,5.4,-4.7,71.31120079,18.51768627,668304,104.85,5000
20190131,1.1,-2,6.9,5.5,4.3,79.4,1.9,2.11,1.5,-3.8,71.31120079,18.51768627,776542,104.85,5000
20190201,-0.1,-3.6,5.2,8.201994302,4.1,67,7.1,7.05,-0.6,-5.9,71.31120079,18.51768627,558596,104.85,4500
20190207,3.7,-2.1,8.4,8.201994302,4.4,59.3,1.5,4.07,3.2,-4.2,71.31120079,18.51768627,22330,104.85,4500
20190208,0.9,-2.9,6.6,8.201994302,4.1,32,7.4,8.43,2.2,-4.3,71.31120079,18.51768627,601554,104.85,4000
20190211,0.6,-2.2,5.5,8.201994302,4.7,48.9,9.7,9.85,2.3,-4,71.31120079,18.51768627,421250,104.85,4000
20190212,2.7,-3.1,9,8.201994302,2.5,50.4,8.2,9.2,3.8,-5.9,71.31120079,18.51768627,608646,104.85,4000
20190213,3.5,-1.1,8.4,8.201994302,4.2,42.6,9.4,9.6,4,-2.9,71.31120079,18.51768627,581960,104.85,4000
20190214,2,-3,7.5,8.201994302,2.5,44.9,6.5,7.73,3.8,-4.9,71.31120079,18.51768627,285130,104.85,4000
20190215,3.1,-3.4,7.4,8.201994302,3.6,57.9,0,4.05,3,-4.4,71.31120079,18.51768627,750070,104.85,4500
20190218,3.1,-1.7,7.2,0.4,1.8,56.9,0.4,3.26,3.1,-2.3,71.31120079,18.51768627,323762,104.85,4000
20190219,5.4,1.3,10.1,37.5,3.5,88.4,2.4,4.89,6.4,0.2,71.31120079,18.51768627,292260,104.85,4000
20190220,4.1,0.2,8.9,8.201994302,4.2,68.5,9,9.09,4.1,-1,71.31120079,18.51768627,628780,104.85,4000
20190221,4.5,0,10.1,8.201994302,2.7,65.1,9,10.26,5.1,-1.8,71.31120079,18.51768627,503260,104.85,4000
20190222,6.2,-0.6,12.8,8.201994302,2.8,60.9,2.4,5.88,5.9,-1.4,71.31120079,18.51768627,609812,104.85,4000
20190225,8.7,3,15.7,8.201994302,4.9,48.8,10,10.67,7.3,1.6,71.31120079,18.51768627,361940,104.85,3500
20190226,7.1,1.5,15.8,8.201994302,3.9,48.3,9.8,11.2,7.6,0.1,71.31120079,18.51768627,257970,104.85,4000
20190227,7.8,3.9,11.6,4,1.9,79.4,0,4.61,8.1,3.4,71.31120079,18.51768627,142700,104.85,4000
20190228,9.1,5.1,14.7,8.201994302,3.6,56.5,9,9.67,8.5,3.2,71.31120079,18.51768627,269464.1337,104.85,3500
20190304,9.9,3.9,15.9,8.201994302,3.6,55.3,7.7,9.33,10.1,2.8,71.31120079,18.51768627,446100,104.85,4000
20190305,8.5,0.5,13.9,8.201994302,2,66.1,3.4,6.25,8.3,-0.8,71.31120079,18.51768627,393558,104.85,4000
20190306,9.1,5.3,13.8,4,2.9,72.4,3.9,7.1,10.1,3.5,71.31120079,18.51768627,338120,104.85,4000
